"site_id","year","quarter","kelp","no3","waves","NPGO","MEI","PDO"
195,1992,3,879106,1.2,1.626,-1.22,0.47,1.24
196,1992,3,582713,1.77,1.564,-1.22,0.47,1.24
197,1992,3,657362,1.77,1.581,-1.22,0.47,1.24
198,1992,3,976768,1.86,1.495,-1.22,0.47,1.24
199,1992,3,583287,1.86,1.604,-1.22,0.47,1.24
200,1992,3,704841,1.86,1.572,-1.22,0.47,1.24
201,1992,3,839601,2.17,1.492,-1.22,0.47,1.24
202,1992,3,986407,2.17,1.509,-1.22,0.47,1.24
203,1992,3,253602,2.59,1.269,-1.22,0.47,1.24
204,1992,3,576275,2.59,1.261,-1.22,0.47,1.24
205,1992,3,307826,2.59,1.245,-1.22,0.47,1.24
206,1992,3,284394,2.59,1.348,-1.22,0.47,1.24
207,1992,3,129770,2.88,1.272,-1.22,0.47,1.24
208,1992,3,692214,2.88,1.279,-1.22,0.47,1.24
209,1992,3,484653,2.92,1.159,-1.22,0.47,1.24
210,1992,3,17162,3.02,1.192,-1.22,0.47,1.24
211,1992,3,67348,1.55,1.794,-1.22,0.47,1.24
212,1992,3,303473,1.55,2.142,-1.22,0.47,1.24
213,1992,3,297072,1.52,1.962,-1.22,0.47,1.24
214,1992,3,416348,0.63,1.515,-1.22,0.47,1.24
215,1992,3,280058,0.63,1.876,-1.22,0.47,1.24
216,1992,3,36611,1.92,1.394,-1.22,0.47,1.24
217,1992,3,94732,2.15,1.344,-1.22,0.47,1.24
218,1992,3,8980,3.96,1.08,-1.22,0.47,1.24
219,1992,3,40183,3.96,1.391,-1.22,0.47,1.24
220,1992,3,39788,3.96,1.014,-1.22,0.47,1.24
221,1992,3,0,3.96,1.014,-1.22,0.47,1.24
222,1992,3,127697,3.96,0.91,-1.22,0.47,1.24
223,1992,3,223714,3.96,1.042,-1.22,0.47,1.24
224,1992,3,75814,3.96,1.161,-1.22,0.47,1.24
225,1992,3,113835,1.94,1.822,-1.22,0.47,1.24
226,1992,3,125896,2.14,1.605,-1.22,0.47,1.24
227,1992,3,15077,0.6,0.991,-1.22,0.47,1.24
228,1992,3,60550,0.36,1.14,-1.22,0.47,1.24
229,1992,3,351867,0.34,1.203,-1.22,0.47,1.24
230,1992,3,99437,0.34,0.952,-1.22,0.47,1.24
231,1992,3,124120,0.34,1.026,-1.22,0.47,1.24
232,1992,3,278228,0.33,1.061,-1.22,0.47,1.24
233,1992,3,112424,0.34,1.205,-1.22,0.47,1.24
234,1992,3,450195,0.32,1.199,-1.22,0.47,1.24
235,1992,3,448647,0.32,1.223,-1.22,0.47,1.24
236,1992,3,327331,0.33,1.192,-1.22,0.47,1.24
237,1992,3,237316,0.29,1.347,-1.22,0.47,1.24
238,1992,3,480437,0.3,1.519,-1.22,0.47,1.24
239,1992,3,306747,0.3,1.723,-1.22,0.47,1.24
240,1992,3,257759,0.3,1.371,-1.22,0.47,1.24
241,1992,3,138156,0.34,1.388,-1.22,0.47,1.24
242,1992,3,7695,0.36,1.836,-1.22,0.47,1.24
243,1992,3,4481,0.31,0.79,-1.22,0.47,1.24
244,1992,3,30911,0.31,0.749,-1.22,0.47,1.24
245,1992,3,66350,0.3,0.71,-1.22,0.47,1.24
246,1992,3,120224,0.31,0.72,-1.22,0.47,1.24
247,1992,3,56910,0.31,0.729,-1.22,0.47,1.24
248,1992,3,22394,0.28,0.851,-1.22,0.47,1.24
249,1992,3,0,0.28,0.815,-1.22,0.47,1.24
250,1992,3,0,0.29,0.839,-1.22,0.47,1.24
251,1992,3,0,0.28,0.859,-1.22,0.47,1.24
252,1992,3,1479,0.42,1.07,-1.22,0.47,1.24
253,1992,3,0,0.42,0.939,-1.22,0.47,1.24
254,1992,3,0,0.42,0.9,-1.22,0.47,1.24
255,1992,3,0,0.42,0.837,-1.22,0.47,1.24
256,1992,3,11675,0.34,0.605,-1.22,0.47,1.24
257,1992,3,78201,0.35,0.607,-1.22,0.47,1.24
258,1992,3,26443,0.34,0.643,-1.22,0.47,1.24
259,1992,3,9083,0.35,0.64,-1.22,0.47,1.24
260,1992,3,9354,0.35,0.844,-1.22,0.47,1.24
261,1992,3,788,0.34,0.884,-1.22,0.47,1.24
262,1992,3,0,0.24,0.548,-1.22,0.47,1.24
263,1992,3,0,0.34,0.542,-1.22,0.47,1.24
264,1992,3,1646,0.34,0.589,-1.22,0.47,1.24
265,1992,3,19450,0.2,0.609,-1.22,0.47,1.24
266,1992,3,41507,0.39,0.649,-1.22,0.47,1.24
267,1992,3,42649,0.44,0.647,-1.22,0.47,1.24
268,1992,3,54594,0.42,0.635,-1.22,0.47,1.24
269,1992,3,5838,0.42,0.595,-1.22,0.47,1.24
270,1992,3,3352,0.28,0.594,-1.22,0.47,1.24
271,1992,3,1121,0.28,0.558,-1.22,0.47,1.24
272,1992,3,600,0.29,0.728,-1.22,0.47,1.24
273,1992,3,0,0.34,0.796,-1.22,0.47,1.24
274,1992,3,556,0.34,0.906,-1.22,0.47,1.24
275,1992,3,0,0.34,0.756,-1.22,0.47,1.24
276,1992,3,0,0.33,0.899,-1.22,0.47,1.24
277,1992,3,0,0.4,0.823,-1.22,0.47,1.24
278,1992,3,502,0.4,0.737,-1.22,0.47,1.24
279,1992,3,1917,0.38,0.856,-1.22,0.47,1.24
280,1992,3,0,0.38,0.819,-1.22,0.47,1.24
281,1992,3,0,0.38,0.961,-1.22,0.47,1.24
282,1992,3,0,0.37,0.821,-1.22,0.47,1.24
283,1992,3,5349,0.33,0.769,-1.22,0.47,1.24
284,1992,3,0,0.34,0.694,-1.22,0.47,1.24
285,1992,3,0,0.32,0.66,-1.22,0.47,1.24
286,1992,3,0,0.32,0.481,-1.22,0.47,1.24
287,1992,3,0,0.33,0.539,-1.22,0.47,1.24
288,1992,3,0,0.33,0.553,-1.22,0.47,1.24
289,1992,3,1378,0.3,0.632,-1.22,0.47,1.24
290,1992,3,0,0.14,0.742,-1.22,0.47,1.24
291,1992,3,0,0.14,0.759,-1.22,0.47,1.24
292,1992,3,0,0.14,0.8,-1.22,0.47,1.24
293,1992,3,0,0.13,0.711,-1.22,0.47,1.24
294,1992,3,0,0.15,0.414,-1.22,0.47,1.24
295,1992,3,0,0.15,0.572,-1.22,0.47,1.24
296,1992,3,0,0.15,0.681,-1.22,0.47,1.24
297,1992,3,14425,0.15,0.625,-1.22,0.47,1.24
298,1992,3,0,0.13,0.757,-1.22,0.47,1.24
299,1992,3,0,0.07,0.784,-1.22,0.47,1.24
300,1992,3,0,0.07,0.801,-1.22,0.47,1.24
301,1992,3,0,0.07,0.788,-1.22,0.47,1.24
302,1992,3,129367,0.08,0.82,-1.22,0.47,1.24
303,1992,3,151153,0.08,0.858,-1.22,0.47,1.24
304,1992,3,73299,0.08,0.975,-1.22,0.47,1.24
305,1992,3,338944,0.08,0.997,-1.22,0.47,1.24
306,1992,3,207012,0.08,0.891,-1.22,0.47,1.24
307,1992,3,255873,0.08,0.754,-1.22,0.47,1.24
308,1992,3,464274,0.08,0.836,-1.22,0.47,1.24
309,1992,3,115219,0.08,0.794,-1.22,0.47,1.24
310,1992,3,176959,0.08,0.777,-1.22,0.47,1.24
311,1992,3,131220,0.08,0.731,-1.22,0.47,1.24
312,1992,3,53655,0.08,0.736,-1.22,0.47,1.24
313,1992,3,157839,0.08,0.756,-1.22,0.47,1.24
314,1992,3,19576,0.08,0.735,-1.22,0.47,1.24
315,1992,3,49252,0.07,0.76,-1.22,0.47,1.24
316,1992,3,10137,0.07,0.571,-1.22,0.47,1.24
317,1992,3,132,0.07,0.493,-1.22,0.47,1.24
318,1992,3,2670,0.07,0.517,-1.22,0.47,1.24
319,1992,3,581,0.07,0.569,-1.22,0.47,1.24
320,1992,3,652,0.07,0.546,-1.22,0.47,1.24
321,1992,3,26081,0.07,0.614,-1.22,0.47,1.24
322,1992,3,1237,0.08,0.908,-1.22,0.47,1.24
323,1992,3,1747,0.08,0.849,-1.22,0.47,1.24
324,1992,3,34180,0.08,0.96,-1.22,0.47,1.24
325,1992,3,54042,0.08,1.009,-1.22,0.47,1.24
326,1992,3,1039,0.08,0.875,-1.22,0.47,1.24
327,1992,3,183,0.08,0.964,-1.22,0.47,1.24
328,1992,3,0,0.08,0.966,-1.22,0.47,1.24
329,1992,3,0,0.08,0.635,-1.22,0.47,1.24
330,1992,3,1041,0.08,0.861,-1.22,0.47,1.24
331,1992,3,0,0.08,0.65,-1.22,0.47,1.24
332,1992,3,0,0.08,0.438,-1.22,0.47,1.24
333,1992,3,2321,0.08,0.544,-1.22,0.47,1.24
334,1992,3,0,0.08,0.587,-1.22,0.47,1.24
335,1992,3,39068,0.08,0.732,-1.22,0.47,1.24
336,1992,3,28007,0.08,0.765,-1.22,0.47,1.24
337,1992,3,16041,0.08,0.819,-1.22,0.47,1.24
338,1992,3,11682,0.08,0.831,-1.22,0.47,1.24
339,1992,3,6306,0.08,0.832,-1.22,0.47,1.24
340,1992,3,1089,0.08,0.829,-1.22,0.47,1.24
341,1992,3,4672,0.08,0.812,-1.22,0.47,1.24
342,1992,3,57774,0.08,0.752,-1.22,0.47,1.24
343,1992,3,38413,0.08,0.745,-1.22,0.47,1.24
344,1992,3,12896,0.07,0.906,-1.22,0.47,1.24
345,1992,3,1247,0.08,0.681,-1.22,0.47,1.24
346,1992,3,0,0.08,0.734,-1.22,0.47,1.24
347,1992,3,1741,0.08,0.839,-1.22,0.47,1.24
348,1992,3,0,0.08,0.771,-1.22,0.47,1.24
349,1992,3,0,0.08,0.743,-1.22,0.47,1.24
350,1992,3,37288,0.09,0.836,-1.22,0.47,1.24
351,1992,3,13651,0.09,0.846,-1.22,0.47,1.24
352,1992,3,0,0.09,0.89,-1.22,0.47,1.24
353,1992,3,0,0.08,1.412,-1.22,0.47,1.24
354,1992,3,67158,0.08,1.206,-1.22,0.47,1.24
355,1992,3,460282,0.08,1.22,-1.22,0.47,1.24
356,1992,3,62041,0.08,1.384,-1.22,0.47,1.24
357,1992,3,1823,0.07,1.185,-1.22,0.47,1.24
358,1992,3,34830,0.07,1.22,-1.22,0.47,1.24
359,1992,3,36427,0.08,1.142,-1.22,0.47,1.24
360,1992,3,12016,0.08,1.256,-1.22,0.47,1.24
361,1992,3,1014,0.08,1.221,-1.22,0.47,1.24
1,1992,4,0,1.51,2.681,-1.37,0.77,0.94
2,1992,4,1531,1.66,3.897,-1.37,0.77,0.94
3,1992,4,0,1.32,2.768,-1.37,0.77,0.94
4,1992,4,0,1.36,2.677,-1.37,0.77,0.94
5,1992,4,0,1.43,2.648,-1.37,0.77,0.94
6,1992,4,760,1.42,2.599,-1.37,0.77,0.94
7,1992,4,2371,1.45,2.273,-1.37,0.77,0.94
8,1992,4,3909,1.45,2.33,-1.37,0.77,0.94
9,1992,4,355,1.48,2.272,-1.37,0.77,0.94
10,1992,4,3766,1.48,2.008,-1.37,0.77,0.94
11,1992,4,1053,1.48,1.863,-1.37,0.77,0.94
12,1992,4,565,1.48,2.146,-1.37,0.77,0.94
13,1992,4,4456,1.46,1.909,-1.37,0.77,0.94
14,1992,4,1475,1.45,2.241,-1.37,0.77,0.94
15,1992,4,0,1.46,1.662,-1.37,0.77,0.94
16,1992,4,0,1.43,1.939,-1.37,0.77,0.94
17,1992,4,4370,1.43,1.682,-1.37,0.77,0.94
18,1992,4,0,1.48,1.614,-1.37,0.77,0.94
19,1992,4,0,1.5,1.473,-1.37,0.77,0.94
20,1992,4,0,1.49,1.53,-1.37,0.77,0.94
21,1992,4,0,1.5,1.591,-1.37,0.77,0.94
22,1992,4,2597,1.48,0.728,-1.37,0.77,0.94
23,1992,4,8561,1.45,1.265,-1.37,0.77,0.94
24,1992,4,7174,1.45,1.193,-1.37,0.77,0.94
25,1992,4,41093,1.57,2.365,-1.37,0.77,0.94
26,1992,4,17601,1.48,1.923,-1.37,0.77,0.94
27,1992,4,0,1.48,2.57,-1.37,0.77,0.94
28,1992,4,42576,1.47,3.456,-1.37,0.77,0.94
29,1992,4,29954,1.45,4.199,-1.37,0.77,0.94
30,1992,4,767,1.45,3.576,-1.37,0.77,0.94
31,1992,4,63963,1.45,4.557,-1.37,0.77,0.94
32,1992,4,13040,1.45,4.264,-1.37,0.77,0.94
33,1992,4,9586,1.46,4.448,-1.37,0.77,0.94
34,1992,4,120391,1.45,4.057,-1.37,0.77,0.94
35,1992,4,188710,1.45,3.996,-1.37,0.77,0.94
36,1992,4,195692,1.48,2.54,-1.37,0.77,0.94
37,1992,4,111759,1.48,3.543,-1.37,0.77,0.94
38,1992,4,74699,1.48,2.803,-1.37,0.77,0.94
39,1992,4,56428,1.52,2.084,-1.37,0.77,0.94
40,1992,4,38643,1.56,2.237,-1.37,0.77,0.94
41,1992,4,0,1.43,2.197,-1.37,0.77,0.94
42,1992,4,43874,1.43,2.268,-1.37,0.77,0.94
43,1992,4,171131,1.35,2.845,-1.37,0.77,0.94
44,1992,4,26150,1.38,1.742,-1.37,0.77,0.94
45,1992,4,2697,1.29,1.476,-1.37,0.77,0.94
46,1992,4,19117,1.28,2.368,-1.37,0.77,0.94
47,1992,4,21769,1.32,4.246,-1.37,0.77,0.94
48,1992,4,16669,1.32,3.944,-1.37,0.77,0.94
49,1992,4,89932,1.29,2.48,-1.37,0.77,0.94
50,1992,4,35841,1.39,2.548,-1.37,0.77,0.94
51,1992,4,88976,1.39,4.028,-1.37,0.77,0.94
52,1992,4,113699,1.32,4.582,-1.37,0.77,0.94
53,1992,4,186428,1.32,4.387,-1.37,0.77,0.94
54,1992,4,239021,1.32,3.414,-1.37,0.77,0.94
55,1992,4,242374,1.31,2.911,-1.37,0.77,0.94
56,1992,4,35876,1.31,4.131,-1.37,0.77,0.94
57,1992,4,205722,1.28,4.111,-1.37,0.77,0.94
58,1992,4,253253,1.26,3.5,-1.37,0.77,0.94
59,1992,4,564377,1.26,3.81,-1.37,0.77,0.94
60,1992,4,437030,1.26,3.964,-1.37,0.77,0.94
61,1992,4,0,1.28,4.312,-1.37,0.77,0.94
62,1992,4,62802,1.22,3.664,-1.37,0.77,0.94
63,1992,4,43295,1.22,4.295,-1.37,0.77,0.94
64,1992,4,384236,1.22,3.308,-1.37,0.77,0.94
65,1992,4,55314,1.19,3.95,-1.37,0.77,0.94
66,1992,4,71626,1.18,4.144,-1.37,0.77,0.94
67,1992,4,8124,1.18,3.611,-1.37,0.77,0.94
68,1992,4,26904,1.18,3.91,-1.37,0.77,0.94
69,1992,4,10005,1.23,4.612,-1.37,0.77,0.94
70,1992,4,189349,1.2,4.018,-1.37,0.77,0.94
71,1992,4,383554,1.27,3.543,-1.37,0.77,0.94
72,1992,4,167460,1.27,3.597,-1.37,0.77,0.94
73,1992,4,110019,1.27,4.39,-1.37,0.77,0.94
74,1992,4,0,1.21,4.363,-1.37,0.77,0.94
75,1992,4,15890,1.13,4.818,-1.37,0.77,0.94
76,1992,4,518887,1.09,3.567,-1.37,0.77,0.94
77,1992,4,293514,1.08,3.432,-1.37,0.77,0.94
78,1992,4,1497292,1.05,5.373,-1.37,0.77,0.94
79,1992,4,1314869,1.02,5.405,-1.37,0.77,0.94
80,1992,4,730915,1.06,4.317,-1.37,0.77,0.94
81,1992,4,173258,1.05,3.522,-1.37,0.77,0.94
82,1992,4,232065,1.01,3.721,-1.37,0.77,0.94
83,1992,4,132957,1,3.528,-1.37,0.77,0.94
84,1992,4,113909,0.87,2.173,-1.37,0.77,0.94
85,1992,4,153971,0.9,1.956,-1.37,0.77,0.94
86,1992,4,101072,0.91,2.009,-1.37,0.77,0.94
87,1992,4,472303,0.9,1.885,-1.37,0.77,0.94
88,1992,4,196214,0.93,2.002,-1.37,0.77,0.94
89,1992,4,325594,0.91,2.164,-1.37,0.77,0.94
90,1992,4,122990,0.83,2.25,-1.37,0.77,0.94
91,1992,4,301897,0.83,2.111,-1.37,0.77,0.94
92,1992,4,455608,0.83,1.886,-1.37,0.77,0.94
93,1992,4,365446,0.83,1.525,-1.37,0.77,0.94
94,1992,4,190286,0.83,1.905,-1.37,0.77,0.94
95,1992,4,96669,0.83,1.858,-1.37,0.77,0.94
96,1992,4,54194,0.83,2.206,-1.37,0.77,0.94
97,1992,4,67665,0.85,2.555,-1.37,0.77,0.94
98,1992,4,153758,0.84,2.372,-1.37,0.77,0.94
99,1992,4,227724,0.87,1.993,-1.37,0.77,0.94
100,1992,4,67580,0.87,2.097,-1.37,0.77,0.94
101,1992,4,215262,0.85,2.795,-1.37,0.77,0.94
102,1992,4,259124,0.81,2.542,-1.37,0.77,0.94
103,1992,4,456841,0.83,2.705,-1.37,0.77,0.94
104,1992,4,448736,0.78,3.124,-1.37,0.77,0.94
105,1992,4,889578,0.78,2.848,-1.37,0.77,0.94
106,1992,4,217374,0.77,3.131,-1.37,0.77,0.94
107,1992,4,333349,0.77,2.563,-1.37,0.77,0.94
108,1992,4,358304,0.77,2.823,-1.37,0.77,0.94
109,1992,4,466541,0.77,3.566,-1.37,0.77,0.94
110,1992,4,113111,0.85,3.2,-1.37,0.77,0.94
111,1992,4,424950,0.85,2.973,-1.37,0.77,0.94
112,1992,4,726622,0.83,2.662,-1.37,0.77,0.94
113,1992,4,246282,0.83,2.163,-1.37,0.77,0.94
114,1992,4,25893,0.83,2.503,-1.37,0.77,0.94
115,1992,4,192049,0.79,3.153,-1.37,0.77,0.94
116,1992,4,315905,0.81,3.665,-1.37,0.77,0.94
117,1992,4,239758,0.87,3.62,-1.37,0.77,0.94
118,1992,4,18005,0.87,3.468,-1.37,0.77,0.94
119,1992,4,16246,0.85,3.389,-1.37,0.77,0.94
120,1992,4,0,0.85,3.327,-1.37,0.77,0.94
121,1992,4,4195,0.85,3.46,-1.37,0.77,0.94
122,1992,4,18134,0.84,2.188,-1.37,0.77,0.94
123,1992,4,0,0.75,2.569,-1.37,0.77,0.94
124,1992,4,16972,0.77,2.548,-1.37,0.77,0.94
125,1992,4,528,0.77,1.998,-1.37,0.77,0.94
126,1992,4,28874,0.75,2.712,-1.37,0.77,0.94
127,1992,4,105949,0.75,2.496,-1.37,0.77,0.94
128,1992,4,110841,0.76,2.477,-1.37,0.77,0.94
129,1992,4,100969,0.77,2.672,-1.37,0.77,0.94
130,1992,4,128086,0.76,2.808,-1.37,0.77,0.94
131,1992,4,207311,0.76,3.092,-1.37,0.77,0.94
132,1992,4,113657,0.75,3.426,-1.37,0.77,0.94
133,1992,4,78468,0.8,3.748,-1.37,0.77,0.94
134,1992,4,209295,0.81,3.317,-1.37,0.77,0.94
135,1992,4,84251,0.82,3.997,-1.37,0.77,0.94
136,1992,4,788,0.82,3.578,-1.37,0.77,0.94
137,1992,4,16595,0.82,3.949,-1.37,0.77,0.94
138,1992,4,22127,0.83,4.702,-1.37,0.77,0.94
139,1992,4,35658,0.85,3.166,-1.37,0.77,0.94
140,1992,4,319655,0.85,2.894,-1.37,0.77,0.94
141,1992,4,277501,0.91,3.324,-1.37,0.77,0.94
142,1992,4,165320,0.91,3.011,-1.37,0.77,0.94
143,1992,4,70338,0.82,3.083,-1.37,0.77,0.94
144,1992,4,54647,0.82,2.779,-1.37,0.77,0.94
145,1992,4,260847,0.82,2.878,-1.37,0.77,0.94
146,1992,4,402869,0.83,2.815,-1.37,0.77,0.94
147,1992,4,247918,0.82,2.93,-1.37,0.77,0.94
148,1992,4,391149,0.82,3.531,-1.37,0.77,0.94
149,1992,4,76350,0.82,3.025,-1.37,0.77,0.94
150,1992,4,210295,0.82,3.612,-1.37,0.77,0.94
151,1992,4,26768,0.82,3.137,-1.37,0.77,0.94
152,1992,4,46362,0.67,3.092,-1.37,0.77,0.94
153,1992,4,96155,0.67,2.997,-1.37,0.77,0.94
154,1992,4,64982,0.67,2.815,-1.37,0.77,0.94
155,1992,4,39072,0.67,3.099,-1.37,0.77,0.94
156,1992,4,40807,0.72,3.928,-1.37,0.77,0.94
157,1992,4,3982,0.7,3.469,-1.37,0.77,0.94
158,1992,4,25855,0.73,3.879,-1.37,0.77,0.94
159,1992,4,3738,0.75,3.212,-1.37,0.77,0.94
160,1992,4,1495,0.75,2.974,-1.37,0.77,0.94
161,1992,4,1752,0.75,3.763,-1.37,0.77,0.94
162,1992,4,0,0.77,4.257,-1.37,0.77,0.94
163,1992,4,26774,0.75,2.407,-1.37,0.77,0.94
164,1992,4,11503,0.75,2.654,-1.37,0.77,0.94
165,1992,4,53317,0.75,3.084,-1.37,0.77,0.94
166,1992,4,2305,0.75,2.286,-1.37,0.77,0.94
167,1992,4,3303,0.74,2.807,-1.37,0.77,0.94
168,1992,4,5885,0.74,2.545,-1.37,0.77,0.94
169,1992,4,4635,0.75,2.574,-1.37,0.77,0.94
170,1992,4,962,0.78,2.241,-1.37,0.77,0.94
171,1992,4,4979,0.78,3.217,-1.37,0.77,0.94
172,1992,4,13515,0.8,2.545,-1.37,0.77,0.94
173,1992,4,31501,0.73,2.61,-1.37,0.77,0.94
174,1992,4,46864,0.68,2.216,-1.37,0.77,0.94
175,1992,4,0,0.73,1.926,-1.37,0.77,0.94
176,1992,4,0,0.72,2.133,-1.37,0.77,0.94
177,1992,4,516,0.74,2.165,-1.37,0.77,0.94
178,1992,4,37570,0.74,2.233,-1.37,0.77,0.94
179,1992,4,51850,0.73,2.428,-1.37,0.77,0.94
180,1992,4,63532,0.72,2.247,-1.37,0.77,0.94
181,1992,4,56028,0.72,2.523,-1.37,0.77,0.94
182,1992,4,21995,0.71,2.419,-1.37,0.77,0.94
183,1992,4,0,0.72,2.589,-1.37,0.77,0.94
184,1992,4,0,0.71,2.813,-1.37,0.77,0.94
185,1992,4,3561,0.73,2.927,-1.37,0.77,0.94
186,1992,4,24959,0.73,2.422,-1.37,0.77,0.94
187,1992,4,56809,0.71,3.044,-1.37,0.77,0.94
188,1992,4,3552,0.67,2.967,-1.37,0.77,0.94
189,1992,4,17468,0.7,3.317,-1.37,0.77,0.94
190,1992,4,533,0.71,2.542,-1.37,0.77,0.94
191,1992,4,17499,0.73,2.9,-1.37,0.77,0.94
192,1992,4,1270,0.74,2.64,-1.37,0.77,0.94
193,1992,4,7962,0.75,2.862,-1.37,0.77,0.94
194,1992,4,15157,0.76,2.728,-1.37,0.77,0.94
195,1992,4,16664,0.74,3.1,-1.37,0.77,0.94
196,1992,4,10114,0.75,3.017,-1.37,0.77,0.94
197,1992,4,9296,0.75,2.824,-1.37,0.77,0.94
198,1992,4,5671,0.74,2.797,-1.37,0.77,0.94
199,1992,4,0,0.75,3.108,-1.37,0.77,0.94
200,1992,4,1790,0.73,3.011,-1.37,0.77,0.94
201,1992,4,0,0.76,2.722,-1.37,0.77,0.94
202,1992,4,3307,0.77,2.837,-1.37,0.77,0.94
203,1992,4,2781,0.89,2.326,-1.37,0.77,0.94
204,1992,4,16998,0.89,2.431,-1.37,0.77,0.94
205,1992,4,0,0.89,2.48,-1.37,0.77,0.94
206,1992,4,0,0.89,2.676,-1.37,0.77,0.94
207,1992,4,0,0.94,2.514,-1.37,0.77,0.94
208,1992,4,0,0.9,2.379,-1.37,0.77,0.94
209,1992,4,0,1,2.118,-1.37,0.77,0.94
210,1992,4,1321,0.99,2.356,-1.37,0.77,0.94
211,1992,4,0,0.63,2.931,-1.37,0.77,0.94
212,1992,4,1087,0.63,3.905,-1.37,0.77,0.94
213,1992,4,493,0.63,4.067,-1.37,0.77,0.94
214,1992,4,6555,0.63,2.781,-1.37,0.77,0.94
215,1992,4,4998,0.63,3.663,-1.37,0.77,0.94
216,1992,4,2324,0.7,2.707,-1.37,0.77,0.94
217,1992,4,16015,0.72,2.529,-1.37,0.77,0.94
218,1992,4,31068,0.85,2.275,-1.37,0.77,0.94
219,1992,4,5386,1.01,3.093,-1.37,0.77,0.94
220,1992,4,0,1.01,2.107,-1.37,0.77,0.94
221,1992,4,0,1.01,2.107,-1.37,0.77,0.94
222,1992,4,3729,1,1.742,-1.37,0.77,0.94
223,1992,4,7926,1,2.139,-1.37,0.77,0.94
224,1992,4,5756,1,2.129,-1.37,0.77,0.94
225,1992,4,12772,0.57,3.365,-1.37,0.77,0.94
226,1992,4,14857,0.63,2.92,-1.37,0.77,0.94
227,1992,4,913,0.49,2.079,-1.37,0.77,0.94
228,1992,4,10708,0.48,2.102,-1.37,0.77,0.94
229,1992,4,34124,0.48,2.078,-1.37,0.77,0.94
230,1992,4,17684,0.48,1.751,-1.37,0.77,0.94
231,1992,4,15712,0.47,1.98,-1.37,0.77,0.94
232,1992,4,45622,0.39,2.042,-1.37,0.77,0.94
233,1992,4,22419,0.48,2.473,-1.37,0.77,0.94
234,1992,4,70164,0.52,2.471,-1.37,0.77,0.94
235,1992,4,46504,0.52,2.424,-1.37,0.77,0.94
236,1992,4,10537,0.5,2.416,-1.37,0.77,0.94
237,1992,4,9462,0.47,2.773,-1.37,0.77,0.94
238,1992,4,56827,0.47,3.067,-1.37,0.77,0.94
239,1992,4,44869,0.51,3.71,-1.37,0.77,0.94
240,1992,4,10838,0.51,2.756,-1.37,0.77,0.94
241,1992,4,13758,0.52,2.755,-1.37,0.77,0.94
242,1992,4,9804,0.53,3.784,-1.37,0.77,0.94
243,1992,4,9141,0.51,1.468,-1.37,0.77,0.94
244,1992,4,5650,0.51,1.442,-1.37,0.77,0.94
245,1992,4,44139,0.51,1.271,-1.37,0.77,0.94
246,1992,4,46395,0.51,1.192,-1.37,0.77,0.94
247,1992,4,83693,0.5,1.275,-1.37,0.77,0.94
248,1992,4,58319,0.49,1.544,-1.37,0.77,0.94
249,1992,4,72143,0.43,1.524,-1.37,0.77,0.94
250,1992,4,148781,0.41,1.343,-1.37,0.77,0.94
251,1992,4,76342,0.41,1.602,-1.37,0.77,0.94
252,1992,4,80506,0.4,2.029,-1.37,0.77,0.94
253,1992,4,78663,0.4,1.813,-1.37,0.77,0.94
254,1992,4,43701,0.36,1.694,-1.37,0.77,0.94
255,1992,4,14265,0.36,1.664,-1.37,0.77,0.94
256,1992,4,20918,0.32,1.006,-1.37,0.77,0.94
257,1992,4,47869,0.31,1.105,-1.37,0.77,0.94
258,1992,4,53254,0.32,1.245,-1.37,0.77,0.94
259,1992,4,8239,0.3,1.18,-1.37,0.77,0.94
260,1992,4,21979,0.31,1.578,-1.37,0.77,0.94
261,1992,4,0,0.23,1.813,-1.37,0.77,0.94
262,1992,4,0,0.21,0.958,-1.37,0.77,0.94
263,1992,4,310,0.19,0.926,-1.37,0.77,0.94
264,1992,4,4025,0.19,1.032,-1.37,0.77,0.94
265,1992,4,171880,0.2,1.062,-1.37,0.77,0.94
266,1992,4,88122,0.2,1.134,-1.37,0.77,0.94
267,1992,4,113356,0.2,1.113,-1.37,0.77,0.94
268,1992,4,66842,0.21,1.099,-1.37,0.77,0.94
269,1992,4,11290,0.2,1.058,-1.37,0.77,0.94
270,1992,4,1699,0.21,1.031,-1.37,0.77,0.94
271,1992,4,1335,0.21,0.956,-1.37,0.77,0.94
272,1992,4,606,0.2,1.262,-1.37,0.77,0.94
273,1992,4,153,0.21,1.364,-1.37,0.77,0.94
274,1992,4,25543,0.21,1.456,-1.37,0.77,0.94
275,1992,4,7045,0.2,1.284,-1.37,0.77,0.94
276,1992,4,157,0.2,1.353,-1.37,0.77,0.94
277,1992,4,0,0.19,1.143,-1.37,0.77,0.94
278,1992,4,11864,0.18,1.172,-1.37,0.77,0.94
279,1992,4,29100,0.19,1.339,-1.37,0.77,0.94
280,1992,4,21135,0.19,1.283,-1.37,0.77,0.94
281,1992,4,4372,0.19,1.483,-1.37,0.77,0.94
282,1992,4,8749,0.19,1.279,-1.37,0.77,0.94
283,1992,4,54961,0.2,1.192,-1.37,0.77,0.94
284,1992,4,88168,0.2,1.087,-1.37,0.77,0.94
285,1992,4,2412,0.2,1.021,-1.37,0.77,0.94
286,1992,4,274,0.2,0.775,-1.37,0.77,0.94
287,1992,4,0,0.2,0.909,-1.37,0.77,0.94
