"site_id","year","quarter","kelp","no3","waves","NPGO","MEI","PDO","mean_surf_temp"
25,1988,4,4207,5.87,2.074,1.16,-1.53,0.08,15.5833333333333
26,1988,4,9230,7.16,1.676,1.16,-1.53,0.08,15.5833333333333
27,1988,4,0,7.16,2.241,1.16,-1.53,0.08,15.5833333333333
28,1988,4,98801,7.03,3.048,1.16,-1.53,0.08,15.5833333333333
29,1988,4,77056,6.96,3.703,1.16,-1.53,0.08,15.5833333333333
30,1988,4,46995,6.86,3.167,1.16,-1.53,0.08,15.5833333333333
31,1988,4,86264,7.09,4.057,1.16,-1.53,0.08,15.5833333333333
32,1988,4,27557,7.09,3.732,1.16,-1.53,0.08,15.5833333333333
33,1988,4,64344,7.07,3.942,1.16,-1.53,0.08,15.5833333333333
34,1988,4,328224,6.7,3.625,1.16,-1.53,0.08,15.5833333333333
35,1988,4,604496,6.7,3.525,1.16,-1.53,0.08,15.5833333333333
36,1988,4,668375,6.84,2.25,1.16,-1.53,0.08,15.5833333333333
37,1988,4,542187,6.84,3.18,1.16,-1.53,0.08,15.5833333333333
38,1988,4,612744,6.84,2.497,1.16,-1.53,0.08,15.5833333333333
39,1988,4,280589,6.95,1.866,1.16,-1.53,0.08,15.5833333333333
40,1988,4,23389,6.6,1.998,1.16,-1.53,0.08,15.5833333333333
41,1988,4,40609,6.58,1.992,1.16,-1.53,0.08,15.5833333333333
42,1988,4,224245,6.58,2.026,1.16,-1.53,0.08,15.5833333333333
43,1988,4,654954,6.5,2.551,1.16,-1.53,0.08,15.5833333333333
44,1988,4,17952,6.5,1.562,1.16,-1.53,0.08,15.5833333333333
45,1988,4,7421,6.5,1.418,1.16,-1.53,0.08,15.5833333333333
46,1988,4,19588,6.41,2.114,1.16,-1.53,0.08,15.5833333333333
47,1988,4,46814,6.71,3.755,1.16,-1.53,0.08,15.5833333333333
48,1988,4,155548,6.71,3.507,1.16,-1.53,0.08,15.5833333333333
49,1988,4,189158,6.78,2.194,1.16,-1.53,0.08,15.5833333333333
50,1988,4,92879,6.34,2.299,1.16,-1.53,0.08,15.5833333333333
51,1988,4,194791,6.34,3.563,1.16,-1.53,0.08,15.5833333333333
52,1988,4,185443,6.85,4.057,1.16,-1.53,0.08,15.5833333333333
53,1988,4,452462,6.85,3.829,1.16,-1.53,0.08,15.5833333333333
54,1988,4,470682,7.52,3.015,1.16,-1.53,0.08,15.5833333333333
55,1988,4,638001,7.31,2.595,1.16,-1.53,0.08,15.5833333333333
56,1988,4,209702,7.31,3.669,1.16,-1.53,0.08,15.5833333333333
57,1988,4,591121,7.61,3.615,1.16,-1.53,0.08,15.5833333333333
58,1988,4,344009,7.72,3.122,1.16,-1.53,0.08,15.5833333333333
59,1988,4,240630,7.72,3.4,1.16,-1.53,0.08,15.5833333333333
60,1988,4,292863,7.72,3.507,1.16,-1.53,0.08,15.5833333333333
61,1988,4,21920,7.7,3.832,1.16,-1.53,0.08,15.5833333333333
62,1988,4,199374,7.83,3.252,1.16,-1.53,0.08,15.5833333333333
63,1988,4,55634,7.83,3.807,1.16,-1.53,0.08,15.5833333333333
64,1988,4,374380,7.83,2.956,1.16,-1.53,0.08,15.5833333333333
65,1988,4,103173,7.81,3.504,1.16,-1.53,0.08,15.5833333333333
66,1988,4,79401,7.58,3.702,1.16,-1.53,0.08,15.5833333333333
67,1988,4,48166,7.6,3.213,1.16,-1.53,0.08,15.5833333333333
68,1988,4,62719,7.6,3.459,1.16,-1.53,0.08,15.5833333333333
69,1988,4,38016,8.25,4.056,1.16,-1.53,0.08,15.5833333333333
70,1988,4,244915,7.94,3.563,1.16,-1.53,0.08,15.5833333333333
71,1988,4,228316,7.74,3.136,1.16,-1.53,0.08,15.5833333333333
72,1988,4,33001,7.74,3.185,1.16,-1.53,0.08,15.5833333333333
73,1988,4,1908,7.51,3.767,1.16,-1.53,0.08,15.5833333333333
74,1988,4,0,7.18,3.866,1.16,-1.53,0.08,15.5833333333333
75,1988,4,32147,7.47,4.345,1.16,-1.53,0.08,15.5833333333333
76,1988,4,278465,7.39,3.181,1.16,-1.53,0.08,15.5833333333333
77,1988,4,203074,7.43,3.056,1.16,-1.53,0.08,15.5833333333333
78,1988,4,1158053,7.41,4.883,1.16,-1.53,0.08,15.5833333333333
79,1988,4,997032,7.33,4.853,1.16,-1.53,0.08,15.5833333333333
80,1988,4,239698,7.39,3.843,1.16,-1.53,0.08,15.5833333333333
81,1988,4,25244,7.4,3.119,1.16,-1.53,0.08,15.5833333333333
82,1988,4,6028,6.85,3.317,1.16,-1.53,0.08,15.5833333333333
83,1988,4,30416,6.83,3.157,1.16,-1.53,0.08,15.5833333333333
84,1988,4,208943,6.42,1.943,1.16,-1.53,0.08,15.5833333333333
85,1988,4,208240,6.33,1.746,1.16,-1.53,0.08,15.5833333333333
86,1988,4,101563,6.33,1.794,1.16,-1.53,0.08,15.5833333333333
87,1988,4,450474,6.23,1.688,1.16,-1.53,0.08,15.5833333333333
88,1988,4,126417,5.7,1.79,1.16,-1.53,0.08,15.5833333333333
89,1988,4,270241,5.66,1.935,1.16,-1.53,0.08,15.5833333333333
90,1988,4,112915,5.62,2.008,1.16,-1.53,0.08,15.5833333333333
91,1988,4,380092,5.62,1.886,1.16,-1.53,0.08,15.5833333333333
92,1988,4,616820,5.62,1.71,1.16,-1.53,0.08,15.5833333333333
93,1988,4,189479,5.71,1.368,1.16,-1.53,0.08,15.5833333333333
94,1988,4,273069,5.71,1.708,1.16,-1.53,0.08,15.5833333333333
95,1988,4,38259,5.71,1.671,1.16,-1.53,0.08,15.5833333333333
96,1988,4,18889,5.71,1.992,1.16,-1.53,0.08,15.5833333333333
97,1988,4,87719,5.69,2.297,1.16,-1.53,0.08,15.5833333333333
98,1988,4,119892,5.44,2.119,1.16,-1.53,0.08,15.5833333333333
99,1988,4,120560,5.43,1.786,1.16,-1.53,0.08,15.5833333333333
100,1988,4,51666,5.43,1.877,1.16,-1.53,0.08,15.5833333333333
101,1988,4,259907,5.38,2.533,1.16,-1.53,0.08,15.5833333333333
102,1988,4,191443,5,2.287,1.16,-1.53,0.08,15.5833333333333
103,1988,4,326275,5.19,2.442,1.16,-1.53,0.08,15.5833333333333
104,1988,4,183314,4.38,2.816,1.16,-1.53,0.08,15.5833333333333
105,1988,4,501610,4.38,2.569,1.16,-1.53,0.08,15.5833333333333
106,1988,4,226629,4.61,2.831,1.16,-1.53,0.08,15.5833333333333
107,1988,4,494351,4.61,2.303,1.16,-1.53,0.08,15.5833333333333
108,1988,4,514265,4.61,2.539,1.16,-1.53,0.08,15.5833333333333
109,1988,4,286485,4.61,3.206,1.16,-1.53,0.08,15.5833333333333
110,1988,4,150467,4.16,2.872,1.16,-1.53,0.08,15.5833333333333
111,1988,4,400264,4.16,2.678,1.16,-1.53,0.08,15.5833333333333
112,1988,4,539720,4.04,2.389,1.16,-1.53,0.08,15.5833333333333
113,1988,4,155213,4.07,1.951,1.16,-1.53,0.08,15.5833333333333
114,1988,4,49646,4.01,2.245,1.16,-1.53,0.08,15.5833333333333
115,1988,4,267166,3.99,2.806,1.16,-1.53,0.08,15.5833333333333
116,1988,4,460699,3.75,3.3,1.16,-1.53,0.08,15.5833333333333
117,1988,4,293605,3.74,3.213,1.16,-1.53,0.08,15.5833333333333
118,1988,4,60107,3.82,3.08,1.16,-1.53,0.08,15.5833333333333
119,1988,4,235145,3.82,3.022,1.16,-1.53,0.08,15.5833333333333
120,1988,4,113306,3.82,2.994,1.16,-1.53,0.08,15.5833333333333
121,1988,4,44176,3.85,3.154,1.16,-1.53,0.08,15.5833333333333
122,1988,4,42776,3.83,1.93,1.16,-1.53,0.08,15.5833333333333
123,1988,4,28671,4.16,2.274,1.16,-1.53,0.08,15.5833333333333
124,1988,4,16972,4.06,2.301,1.16,-1.53,0.08,15.5833333333333
125,1988,4,528,4.06,1.77,1.16,-1.53,0.08,15.5833333333333
126,1988,4,104040,3.81,2.443,1.16,-1.53,0.08,15.5833333333333
127,1988,4,185251,3.81,2.253,1.16,-1.53,0.08,15.5833333333333
128,1988,4,159525,3.49,2.231,1.16,-1.53,0.08,15.5833333333333
129,1988,4,129960,3.61,2.391,1.16,-1.53,0.08,15.5833333333333
130,1988,4,152006,3.65,2.516,1.16,-1.53,0.08,15.5833333333333
131,1988,4,174189,3.9,2.771,1.16,-1.53,0.08,15.5833333333333
132,1988,4,316710,3.84,3.063,1.16,-1.53,0.08,15.5833333333333
133,1988,4,153405,4.08,3.361,1.16,-1.53,0.08,15.5833333333333
134,1988,4,281495,4.11,2.965,1.16,-1.53,0.08,15.5833333333333
135,1988,4,175325,4.25,3.588,1.16,-1.53,0.08,15.5833333333333
136,1988,4,34756,4.26,3.151,1.16,-1.53,0.08,15.5833333333333
137,1988,4,22918,4.27,3.495,1.16,-1.53,0.08,15.5833333333333
138,1988,4,18957,4.28,4.174,1.16,-1.53,0.08,15.5833333333333
139,1988,4,72060,4.33,2.801,1.16,-1.53,0.08,15.5833333333333
140,1988,4,225176,4.33,2.568,1.16,-1.53,0.08,15.5833333333333
141,1988,4,76820,4.32,2.942,1.16,-1.53,0.08,15.5833333333333
142,1988,4,179727,4.32,2.689,1.16,-1.53,0.08,15.5833333333333
143,1988,4,11037,4.3,2.758,1.16,-1.53,0.08,15.5833333333333
144,1988,4,46464,4.3,2.525,1.16,-1.53,0.08,15.5833333333333
145,1988,4,228127,4.22,2.558,1.16,-1.53,0.08,15.5833333333333
146,1988,4,339241,3.91,2.512,1.16,-1.53,0.08,15.5833333333333
147,1988,4,589818,3.91,2.632,1.16,-1.53,0.08,15.5833333333333
148,1988,4,747951,3.91,3.184,1.16,-1.53,0.08,15.5833333333333
149,1988,4,135549,3.79,2.699,1.16,-1.53,0.08,15.5833333333333
150,1988,4,680399,3.79,3.209,1.16,-1.53,0.08,15.5833333333333
151,1988,4,200918,3.72,2.811,1.16,-1.53,0.08,15.5833333333333
152,1988,4,53557,3.86,2.749,1.16,-1.53,0.08,15.5833333333333
153,1988,4,185142,3.98,2.675,1.16,-1.53,0.08,15.5833333333333
154,1988,4,225752,3.86,2.499,1.16,-1.53,0.08,15.5833333333333
155,1988,4,133385,3.86,2.771,1.16,-1.53,0.08,15.5833333333333
156,1988,4,1556,4.27,3.495,1.16,-1.53,0.08,15.5833333333333
157,1988,4,0,4.27,3.09,1.16,-1.53,0.08,15.5833333333333
158,1988,4,2332,4.5,3.433,1.16,-1.53,0.08,15.5833333333333
159,1988,4,0,4.08,2.831,1.16,-1.53,0.08,15.5833333333333
160,1988,4,404,4.16,2.617,1.16,-1.53,0.08,15.5833333333333
161,1988,4,1739,4.16,3.344,1.16,-1.53,0.08,15.5833333333333
162,1988,4,0,4.17,3.764,1.16,-1.53,0.08,15.5833333333333
163,1988,4,41888,4.47,2.083,1.16,-1.53,0.08,15.5833333333333
164,1988,4,64335,4.44,2.306,1.16,-1.53,0.08,15.5833333333333
165,1988,4,75904,4.44,2.731,1.16,-1.53,0.08,15.5833333333333
166,1988,4,25420,4.44,2.024,1.16,-1.53,0.08,15.5833333333333
167,1988,4,74222,4.43,2.486,1.16,-1.53,0.08,15.5833333333333
168,1988,4,99867,4.42,2.226,1.16,-1.53,0.08,15.5833333333333
169,1988,4,243456,4.54,2.245,1.16,-1.53,0.08,15.5833333333333
170,1988,4,161736,4.29,1.952,1.16,-1.53,0.08,15.5833333333333
171,1988,4,198511,4.3,2.878,1.16,-1.53,0.08,15.5833333333333
172,1988,4,488475,4.24,2.253,1.16,-1.53,0.08,15.5833333333333
173,1988,4,14920,4.23,2.307,1.16,-1.53,0.08,15.5833333333333
174,1988,4,92205,4.24,1.944,1.16,-1.53,0.08,15.5833333333333
175,1988,4,72685,4.23,1.667,1.16,-1.53,0.08,15.5833333333333
176,1988,4,13061,4.33,1.849,1.16,-1.53,0.08,15.5833333333333
177,1988,4,17250,4.31,1.891,1.16,-1.53,0.08,15.5833333333333
178,1988,4,96904,4.31,1.951,1.16,-1.53,0.08,15.5833333333333
179,1988,4,84762,4.3,2.163,1.16,-1.53,0.08,15.5833333333333
180,1988,4,88278,4.42,1.974,1.16,-1.53,0.08,15.5833333333333
181,1988,4,204385,4.42,2.216,1.16,-1.53,0.08,15.5833333333333
182,1988,4,164548,4.56,2.128,1.16,-1.53,0.08,15.5833333333333
183,1988,4,16734,4.57,2.268,1.16,-1.53,0.08,15.5833333333333
184,1988,4,31147,4.74,2.476,1.16,-1.53,0.08,15.5833333333333
185,1988,4,59472,4.71,2.606,1.16,-1.53,0.08,15.5833333333333
186,1988,4,149955,4.71,2.146,1.16,-1.53,0.08,15.5833333333333
187,1988,4,43328,4.75,2.716,1.16,-1.53,0.08,15.5833333333333
188,1988,4,154132,4.53,2.614,1.16,-1.53,0.08,15.5833333333333
189,1988,4,144614,4.6,2.965,1.16,-1.53,0.08,15.5833333333333
190,1988,4,155591,4.59,2.254,1.16,-1.53,0.08,15.5833333333333
191,1988,4,127334,4.58,2.567,1.16,-1.53,0.08,15.5833333333333
192,1988,4,91927,4.39,2.335,1.16,-1.53,0.08,15.5833333333333
193,1988,4,96978,4.37,2.536,1.16,-1.53,0.08,15.5833333333333
194,1988,4,176122,4.96,2.406,1.16,-1.53,0.08,15.5833333333333
195,1988,4,214035,4.97,2.748,1.16,-1.53,0.08,15.5833333333333
196,1988,4,158751,4.95,2.68,1.16,-1.53,0.08,15.5833333333333
197,1988,4,220428,4.91,2.493,1.16,-1.53,0.08,15.5833333333333
198,1988,4,218980,4.92,2.475,1.16,-1.53,0.08,15.5833333333333
199,1988,4,37968,4.91,2.73,1.16,-1.53,0.08,15.5833333333333
200,1988,4,51240,5,2.673,1.16,-1.53,0.08,15.5833333333333
201,1988,4,180348,4.98,2.411,1.16,-1.53,0.08,15.5833333333333
202,1988,4,249238,5.12,2.5,1.16,-1.53,0.08,15.5833333333333
203,1988,4,34860,5.14,2.046,1.16,-1.53,0.08,15.5833333333333
204,1988,4,182734,5.14,2.111,1.16,-1.53,0.08,15.5833333333333
205,1988,4,127863,5.14,2.165,1.16,-1.53,0.08,15.5833333333333
206,1988,4,9018,5.14,2.389,1.16,-1.53,0.08,15.5833333333333
207,1988,4,1970,4.27,2.199,1.16,-1.53,0.08,15.5833333333333
208,1988,4,78147,4.8,2.092,1.16,-1.53,0.08,15.5833333333333
209,1988,4,144358,5.47,1.863,1.16,-1.53,0.08,15.5833333333333
210,1988,4,532,5.5,2.122,1.16,-1.53,0.08,15.5833333333333
211,1988,4,0,5.42,2.564,1.16,-1.53,0.08,15.5833333333333
212,1988,4,309,5.42,3.433,1.16,-1.53,0.08,15.5833333333333
213,1988,4,46725,5.42,3.617,1.16,-1.53,0.08,15.5833333333333
214,1988,4,24756,5.6,2.447,1.16,-1.53,0.08,15.5833333333333
215,1988,4,2327,5.62,3.282,1.16,-1.53,0.08,15.5833333333333
216,1988,4,0,6.29,2.373,1.16,-1.53,0.08,15.5833333333333
217,1988,4,0,6.36,2.201,1.16,-1.53,0.08,15.5833333333333
218,1988,4,2871,6.38,2.042,1.16,-1.53,0.08,15.5833333333333
219,1988,4,0,6.17,2.739,1.16,-1.53,0.08,15.5833333333333
220,1988,4,767,6.17,1.852,1.16,-1.53,0.08,15.5833333333333
221,1988,4,0,6.17,1.852,1.16,-1.53,0.08,15.5833333333333
222,1988,4,0,6.21,1.509,1.16,-1.53,0.08,15.5833333333333
223,1988,4,2022,6.21,1.89,1.16,-1.53,0.08,15.5833333333333
224,1988,4,0,6.21,1.883,1.16,-1.53,0.08,15.5833333333333
225,1988,4,2881,5.35,2.983,1.16,-1.53,0.08,15.5833333333333
226,1988,4,4636,5.73,2.602,1.16,-1.53,0.08,15.5833333333333
227,1988,4,548,4.59,1.803,1.16,-1.53,0.08,15.5833333333333
228,1988,4,12966,4,1.815,1.16,-1.53,0.08,15.5833333333333
229,1988,4,110806,3.91,1.8,1.16,-1.53,0.08,15.5833333333333
230,1988,4,9196,3.91,1.516,1.16,-1.53,0.08,15.5833333333333
231,1988,4,3674,3.94,1.72,1.16,-1.53,0.08,15.5833333333333
232,1988,4,30899,3.85,1.772,1.16,-1.53,0.08,15.5833333333333
233,1988,4,7127,3.95,2.143,1.16,-1.53,0.08,15.5833333333333
234,1988,4,29499,4.21,2.141,1.16,-1.53,0.08,15.5833333333333
235,1988,4,34794,4.21,2.118,1.16,-1.53,0.08,15.5833333333333
236,1988,4,21491,4.11,2.111,1.16,-1.53,0.08,15.5833333333333
237,1988,4,7109,4.06,2.449,1.16,-1.53,0.08,15.5833333333333
238,1988,4,367684,4.05,2.699,1.16,-1.53,0.08,15.5833333333333
239,1988,4,174226,4.09,3.289,1.16,-1.53,0.08,15.5833333333333
240,1988,4,28825,4.09,2.423,1.16,-1.53,0.08,15.5833333333333
241,1988,4,2974,3.92,2.424,1.16,-1.53,0.08,15.5833333333333
242,1988,4,2896,3.94,3.381,1.16,-1.53,0.08,15.5833333333333
243,1988,4,2823,3.69,1.289,1.16,-1.53,0.08,15.5833333333333
244,1988,4,4967,3.73,1.264,1.16,-1.53,0.08,15.5833333333333
245,1988,4,18005,3.61,1.111,1.16,-1.53,0.08,15.5833333333333
246,1988,4,21597,3.53,1.041,1.16,-1.53,0.08,15.5833333333333
247,1988,4,88052,3.55,1.109,1.16,-1.53,0.08,15.5833333333333
248,1988,4,262246,3.38,1.354,1.16,-1.53,0.08,15.5833333333333
249,1988,4,509134,3.4,1.325,1.16,-1.53,0.08,15.5833333333333
250,1988,4,142437,3.4,1.162,1.16,-1.53,0.08,15.5833333333333
251,1988,4,3088,3.39,1.395,1.16,-1.53,0.08,15.5833333333333
252,1988,4,4394,3.41,1.778,1.16,-1.53,0.08,15.5833333333333
253,1988,4,25587,3.45,1.599,1.16,-1.53,0.08,15.5833333333333
254,1988,4,23552,3.38,1.487,1.16,-1.53,0.08,15.5833333333333
255,1988,4,9742,3.38,1.467,1.16,-1.53,0.08,15.5833333333333
256,1988,4,44340,3.5,0.876,1.16,-1.53,0.08,15.5833333333333
257,1988,4,156378,3.46,0.958,1.16,-1.53,0.08,15.5833333333333
258,1988,4,133257,3.4,1.079,1.16,-1.53,0.08,15.5833333333333
259,1988,4,17798,3.5,1.017,1.16,-1.53,0.08,15.5833333333333
260,1988,4,8139,3.4,1.379,1.16,-1.53,0.08,15.5833333333333
261,1988,4,0,3.08,1.613,1.16,-1.53,0.08,15.5833333333333
262,1988,4,2900,2.88,0.833,1.16,-1.53,0.08,15.5833333333333
263,1988,4,2814,2.76,0.806,1.16,-1.53,0.08,15.5833333333333
264,1988,4,3918,2.76,0.897,1.16,-1.53,0.08,15.5833333333333
265,1988,4,247985,2.88,0.926,1.16,-1.53,0.08,15.5833333333333
266,1988,4,91803,2.63,0.99,1.16,-1.53,0.08,15.5833333333333
267,1988,4,127899,2.45,0.972,1.16,-1.53,0.08,15.5833333333333
268,1988,4,196061,2.45,0.959,1.16,-1.53,0.08,15.5833333333333
269,1988,4,32027,2.41,0.919,1.16,-1.53,0.08,15.5833333333333
270,1988,4,10090,2.48,0.898,1.16,-1.53,0.08,15.5833333333333
271,1988,4,11316,2.49,0.834,1.16,-1.53,0.08,15.5833333333333
272,1988,4,4026,2.33,1.106,1.16,-1.53,0.08,15.5833333333333
273,1988,4,28078,2.14,1.201,1.16,-1.53,0.08,15.5833333333333
274,1988,4,289070,2.07,1.283,1.16,-1.53,0.08,15.5833333333333
275,1988,4,116769,2.06,1.127,1.16,-1.53,0.08,15.5833333333333
276,1988,4,52688,1.99,1.211,1.16,-1.53,0.08,15.5833333333333
277,1988,4,25696,1.98,1.052,1.16,-1.53,0.08,15.5833333333333
278,1988,4,61382,1.97,1.031,1.16,-1.53,0.08,15.5833333333333
279,1988,4,194724,1.95,1.189,1.16,-1.53,0.08,15.5833333333333
280,1988,4,80142,1.95,1.135,1.16,-1.53,0.08,15.5833333333333
281,1988,4,71469,1.94,1.319,1.16,-1.53,0.08,15.5833333333333
282,1988,4,386925,1.94,1.133,1.16,-1.53,0.08,15.5833333333333
283,1988,4,710703,1.89,1.054,1.16,-1.53,0.08,15.5833333333333
284,1988,4,680173,1.86,0.959,1.16,-1.53,0.08,15.5833333333333
285,1988,4,41072,1.91,0.898,1.16,-1.53,0.08,15.5833333333333
286,1988,4,17540,1.91,0.677,1.16,-1.53,0.08,15.5833333333333
287,1988,4,24025,1.79,0.791,1.16,-1.53,0.08,15.5833333333333
288,1988,4,41904,1.81,0.789,1.16,-1.53,0.08,15.5833333333333
289,1988,4,17463,1.85,0.926,1.16,-1.53,0.08,15.5833333333333
290,1988,4,6677,1.79,1.013,1.16,-1.53,0.08,15.5833333333333
291,1988,4,27858,1.78,1.037,1.16,-1.53,0.08,15.5833333333333
292,1988,4,33777,1.78,1.07,1.16,-1.53,0.08,15.5833333333333
293,1988,4,39853,1.75,0.963,1.16,-1.53,0.08,15.5833333333333
294,1988,4,59273,1.45,0.531,1.16,-1.53,0.08,15.5833333333333
295,1988,4,35655,1.51,0.794,1.16,-1.53,0.08,15.5833333333333
296,1988,4,124596,1.49,0.995,1.16,-1.53,0.08,15.5833333333333
297,1988,4,96568,1.49,0.906,1.16,-1.53,0.08,15.5833333333333
298,1988,4,2554,1.69,1.134,1.16,-1.53,0.08,15.5833333333333
299,1988,4,54564,1.59,1.076,1.16,-1.53,0.08,15.5833333333333
300,1988,4,4918,1.66,1.081,1.16,-1.53,0.08,15.5833333333333
301,1988,4,21975,1.63,1.066,1.16,-1.53,0.08,15.5833333333333
302,1988,4,58508,1.11,1.14,1.16,-1.53,0.08,15.5833333333333
303,1988,4,72010,1.11,1.228,1.16,-1.53,0.08,15.5833333333333
304,1988,4,86485,0.99,1.37,1.16,-1.53,0.08,15.5833333333333
305,1988,4,263156,1.02,1.427,1.16,-1.53,0.08,15.5833333333333
306,1988,4,330296,1.02,1.285,1.16,-1.53,0.08,15.5833333333333
307,1988,4,162005,1.09,1.052,1.16,-1.53,0.08,15.5833333333333
308,1988,4,259377,1.06,1.223,1.16,-1.53,0.08,15.5833333333333
309,1988,4,59600,1.07,1.131,1.16,-1.53,0.08,15.5833333333333
310,1988,4,145522,1.07,1.141,1.16,-1.53,0.08,15.5833333333333
311,1988,4,20314,1.09,1.033,1.16,-1.53,0.08,15.5833333333333
312,1988,4,26839,1.14,1.047,1.16,-1.53,0.08,15.5833333333333
313,1988,4,158212,1.13,1.069,1.16,-1.53,0.08,15.5833333333333
314,1988,4,12958,1.12,1.055,1.16,-1.53,0.08,15.5833333333333
315,1988,4,59653,0.98,1.125,1.16,-1.53,0.08,15.5833333333333
316,1988,4,126482,0.97,0.686,1.16,-1.53,0.08,15.5833333333333
317,1988,4,0,0.95,0.61,1.16,-1.53,0.08,15.5833333333333
318,1988,4,7585,0.95,0.585,1.16,-1.53,0.08,15.5833333333333
319,1988,4,18159,1.01,0.617,1.16,-1.53,0.08,15.5833333333333
320,1988,4,41348,1.01,0.598,1.16,-1.53,0.08,15.5833333333333
321,1988,4,48001,0.87,0.751,1.16,-1.53,0.08,15.5833333333333
322,1988,4,244326,0.84,1.495,1.16,-1.53,0.08,15.5833333333333
323,1988,4,339874,0.82,1.395,1.16,-1.53,0.08,15.5833333333333
324,1988,4,576737,0.81,1.573,1.16,-1.53,0.08,15.5833333333333
325,1988,4,644943,0.85,1.681,1.16,-1.53,0.08,15.5833333333333
326,1988,4,512546,0.88,1.321,1.16,-1.53,0.08,15.5833333333333
327,1988,4,146080,0.88,1.518,1.16,-1.53,0.08,15.5833333333333
328,1988,4,125515,0.81,1.565,1.16,-1.53,0.08,15.5833333333333
329,1988,4,168021,0.8,1.001,1.16,-1.53,0.08,15.5833333333333
330,1988,4,204399,0.81,1.358,1.16,-1.53,0.08,15.5833333333333
331,1988,4,210374,0.78,0.966,1.16,-1.53,0.08,15.5833333333333
332,1988,4,38633,0.82,0.618,1.16,-1.53,0.08,15.5833333333333
333,1988,4,61456,0.8,0.825,1.16,-1.53,0.08,15.5833333333333
334,1988,4,26991,0.85,0.9,1.16,-1.53,0.08,15.5833333333333
335,1988,4,441248,0.83,1.093,1.16,-1.53,0.08,15.5833333333333
336,1988,4,287215,0.84,1.147,1.16,-1.53,0.08,15.5833333333333
337,1988,4,228297,0.84,1.287,1.16,-1.53,0.08,15.5833333333333
338,1988,4,530538,0.84,1.313,1.16,-1.53,0.08,15.5833333333333
339,1988,4,506391,0.76,1.331,1.16,-1.53,0.08,15.5833333333333
340,1988,4,226647,0.73,1.308,1.16,-1.53,0.08,15.5833333333333
341,1988,4,70966,0.7,1.291,1.16,-1.53,0.08,15.5833333333333
342,1988,4,774362,0.71,1.179,1.16,-1.53,0.08,15.5833333333333
343,1988,4,409281,0.71,1.182,1.16,-1.53,0.08,15.5833333333333
344,1988,4,128812,0.73,1.488,1.16,-1.53,0.08,15.5833333333333
345,1988,4,0,0.56,0.873,1.16,-1.53,0.08,15.5833333333333
346,1988,4,0,0.52,0.939,1.16,-1.53,0.08,15.5833333333333
347,1988,4,0,0.53,1.124,1.16,-1.53,0.08,15.5833333333333
348,1988,4,0,0.51,1.016,1.16,-1.53,0.08,15.5833333333333
349,1988,4,4349,0.56,1.013,1.16,-1.53,0.08,15.5833333333333
350,1988,4,111288,0.52,1.155,1.16,-1.53,0.08,15.5833333333333
351,1988,4,0,0.61,1.273,1.16,-1.53,0.08,15.5833333333333
352,1988,4,19133,0.62,1.305,1.16,-1.53,0.08,15.5833333333333
353,1988,4,42388,0.61,2.314,1.16,-1.53,0.08,15.5833333333333
354,1988,4,108898,0.55,1.815,1.16,-1.53,0.08,15.5833333333333
355,1988,4,271414,0.53,1.991,1.16,-1.53,0.08,15.5833333333333
356,1988,4,154125,0.51,2.305,1.16,-1.53,0.08,15.5833333333333
357,1988,4,70406,0.71,1.877,1.16,-1.53,0.08,15.5833333333333
358,1988,4,185634,0.69,1.941,1.16,-1.53,0.08,15.5833333333333
359,1988,4,149187,0.73,1.814,1.16,-1.53,0.08,15.5833333333333
360,1988,4,192685,0.67,2.035,1.16,-1.53,0.08,15.5833333333333
361,1988,4,139203,0.68,2.052,1.16,-1.53,0.08,15.5833333333333
1,1989,1,0,13.81,2.369,0.97,-1.13,-0.82,12.5861538461538
2,1989,1,47385,13.77,3.319,0.97,-1.13,-0.82,12.5861538461538
3,1989,1,0,13.06,2.423,0.97,-1.13,-0.82,12.5861538461538
4,1989,1,1664,13.29,2.338,0.97,-1.13,-0.82,12.5861538461538
5,1989,1,0,12.82,2.315,0.97,-1.13,-0.82,12.5861538461538
6,1989,1,348,12.81,2.261,0.97,-1.13,-0.82,12.5861538461538
7,1989,1,0,12.58,2.162,0.97,-1.13,-0.82,12.5861538461538
8,1989,1,0,12.6,2.063,0.97,-1.13,-0.82,12.5861538461538
9,1989,1,0,12.69,2.069,0.97,-1.13,-0.82,12.5861538461538
10,1989,1,0,12.69,2.088,0.97,-1.13,-0.82,12.5861538461538
11,1989,1,2966,12.68,2.048,0.97,-1.13,-0.82,12.5861538461538
12,1989,1,475,12.77,2.086,0.97,-1.13,-0.82,12.5861538461538
13,1989,1,17849,12.91,2.05,0.97,-1.13,-0.82,12.5861538461538
14,1989,1,89935,13.11,2.041,0.97,-1.13,-0.82,12.5861538461538
15,1989,1,3667,13.04,1.752,0.97,-1.13,-0.82,12.5861538461538
16,1989,1,5587,13.5,1.735,0.97,-1.13,-0.82,12.5861538461538
17,1989,1,164378,13.5,1.627,0.97,-1.13,-0.82,12.5861538461538
18,1989,1,6727,13.42,1.524,0.97,-1.13,-0.82,12.5861538461538
19,1989,1,16449,13.45,1.531,0.97,-1.13,-0.82,12.5861538461538
20,1989,1,7465,13.47,1.502,0.97,-1.13,-0.82,12.5861538461538
21,1989,1,5901,13.49,1.458,0.97,-1.13,-0.82,12.5861538461538
